title,company,degree,experience,max_salary(/month),min_salary(/month),place,title,CompanyType
java软件开发工程师（三汇数字）,杭州三汇数字信息技术有限公司,本科,3-4年经验,1,0.8,西安,java软件开发工程师（三汇数字）,民营
2018届校园招聘-Java开发助理工程师（咸阳）,启迪桑德环境资源股份有限公司,大专,无工作经验,6千/月,4.5,咸阳,2018届校园招聘-Java开发助理工程师（咸阳）,国企        
Java开发工程师（西安）,北京青年众人网络安全技术有限公司,中专,1年经验,8千/月,6,西安-高新技术产业开发区,Java开发工程师（西安）,民营
Java开发工程师,上海趣医网络技术服务有限公司,本科,3-4年经验,1.2,0.8,西安,Java开发工程师,"合资        ??|??500-1000人            ??|??互联网/电子商务,计算机软件    "
Java中级开发工程师,北京空间畅想信息技术有限责任公司,本科,3-4年经验,1,0.8,西安-高新技术产业开发区,Java中级开发工程师,民营
对日java,鹏讯科技（大连）有限公司,中专,无工作经验,1.2,0.9,西安,对日java,"外资（非欧美）        ??|??50-150人            ??|??计算机软件,外包服务    "
Java高级开发工程师,西安华炎信息科技有限公司,中专,5-7年经验,1.5,1,西安-雁塔区,Java高级开发工程师,民营
JAVA软件工程师,福建南威软件有限公司,本科,无工作经验,1.2,0.6,西安,JAVA软件工程师,民营
JAVA高级开发工程师,西安博达软件股份有限公司,本科,3-4年经验,1.3,1,西安,JAVA高级开发工程师,上市
Java软件开发工程师,西安长城数字软件有限公司,大专,3-4年经验,6千/月,4.5,西安,Java软件开发工程师,民营
Java中级开发工程师,广州金越软件技术有限公司,大专,2年经验,1,0.8,西安,Java中级开发工程师,民营
Java开发工程师,陕西凯仕企业管理咨询有限公司,中专,无工作经验,2,1.5,西安,Java开发工程师,民营
Java实习生4K+双休,陕西昱晟星网络科技有限公司,大专,无工作经验,6.5千/月,3.5,咸阳,Java实习生4K+双休,民营
Java软件研发工程师 (职位编号：02),西安航天自动化股份有限公司,硕士,无工作经验,7千/月,5,西安,Java软件研发工程师 (职位编号：02),"国企        ??|??150-500人            ??|??仪器仪表/工业自动化,电子技术/半导体/集成电路    "
Java开发工程师,北京关键科技股份有限公司,本科,3-4年经验,1.2,0.8,西安,Java开发工程师,上市
Java（中、高级工程师）,西安融联网络科技有限公司,本科,无工作经验,8千/月,6,西安,Java（中、高级工程师）,民营
Java高级开发工程师,三盟科技股份有限公司,本科,无工作经验,2.2,1.2,西安,Java高级开发工程师,上市
JAVA软件工程师（西安）,广州数鹏通科技有限公司,本科,3-4年经验,1,0.6,西安-新城区,JAVA软件工程师（西安）,民营
Java工程师（急聘） (职位编号：002),陕西永诺信息科技有限公司,本科,3-4年经验,1,0.8,西安-高新技术产业开发区,Java工程师（急聘） (职位编号：002),民营
Java开发工程师,陕西万德信息科技股份有限公司,本科,3-4年经验,1,0.6,西安,Java开发工程师,民营
软件工程师java,陕西乔兴节能科技有限公司,大专,无工作经验,8千/月,6,西安-高新技术产业开发区,软件工程师java,民营
Java开发工程师,西安巴斯光年软件科技有限公司,中专,3-4年经验,1,0.7,西安,Java开发工程师,民营
JAVA开发工程师,上海平欣电子科技有限公司,本科,无工作经验,1,0.4,济南-高新区,JAVA开发工程师,民营
java中级软件工程师,北京军地联合网络技术中心,中专,无工作经验,8千/月,6,西安,java中级软件工程师,民营
Java开发工程师,西安荣峰软件科技有限公司,中专,无工作经验,1,0.6,西安-高新技术产业开发区,Java开发工程师,民营
Java中级开发工程师,深圳市亿玛信诺科技有限公司,大专,2年经验,1.2,0.5,西安,Java中级开发工程师,民营
JAVA软件工程师,西安计免网络科技有限公司,本科,2年经验,8千/月,4.5,西安-未央区,JAVA软件工程师,民营
Java开发工程师,西安瀚炬网络科技有限公司,中专,无工作经验,8千/月,6,西安-高新技术产业开发区,Java开发工程师,民营
西安-JAVA软件工程师,珠海世纪鼎利科技股份有限公司,中专,无工作经验,1.5,1,西安-高新技术产业开发区,西安-JAVA软件工程师,上市
Java开发工程师 (职位编号：001),西安鹈鹕计算科技有限公司,大专,3-4年经验,1,0.8,西安,Java开发工程师 (职位编号：001),民营
Java-web前端开发工程师,陕西和生科技有限公司,中专,3-4年经验,8千/月,6,西安-高新技术产业开发区,Java-web前端开发工程师,民营
Java中级开发工程师（西安）,北京市太极华青信息系统有限公司,本科,3-4年经验,1.5,1,西安,Java中级开发工程师（西安）,民营
Java云存储开发,北京优炫软件股份有限公司,本科,2年经验,1,0.8,西安,Java云存储开发,上市
中级JAVA工程师+带薪年假+五险一金 (职位编号：3),陕西北佳信息技术有限责任公司,本科,3-4年经验,9千/月,6,西安,中级JAVA工程师+带薪年假+五险一金 (职位编号：3),民营
Java开发工程师,中电长城网际系统应用有限公司,本科,无工作经验,1,0.8,西安-未央区,Java开发工程师,"国企        ??|??150-500人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
Java backend developer,西安思科特软件有限公司,本科,3-4年经验,1,0.8,西安,Java backend developer,合资        ??|??少于50人            ??|??计算机软件    
Java开发工程师,北京启明星辰信息安全技术有限公司,中专,无工作经验,1.2,0.8,西安,Java开发工程师,上市
java中级开发工程师（西安-大客户事业部）,杭州数云信息技术有限公司,本科,3-4年经验,1,0.5,西安,java中级开发工程师（西安-大客户事业部）,民营
Java开发工程师,西安诺曼电子科技有限公司,中专,无工作经验,8千/月,4,西安,Java开发工程师,民营
Java高级开发工程师（西安）,海南易建科技股份有限公司,本科,5-7年经验,1.5,1,西安,Java高级开发工程师（西安）,上市
高级java工程师,西安北盈网络科技有限公司,大专,3-4年经验,9千/月,5,西安-未央区,高级java工程师,民营
Java软件开发工程师,陕西国驿软件科技有限公司,大专,3-4年经验,2,0.6,西安-曲江文化新区,Java软件开发工程师,民营
（西安）Java开发工程师,销售易,本科,3-4年经验,1.5,1,西安,（西安）Java开发工程师,"外资（非欧美）        ??|??150-500人            ??|??互联网/电子商务,计算机软件    "
高级JAVA工程师,西安掌图信息技术有限公司,中专,5-7年经验,1.5,0.9,西安,高级JAVA工程师,民营
Java后台开发工程师,南京烽火星空通信发展有限公司,本科,无工作经验,2,1.5,西安-高新技术产业开发区,Java后台开发工程师,"国企        ??|??1000-5000人            ??|??计算机软件,通信/电信运营、增值服务    "
JAVA开发工程师,亿阳信通股份有限公司,本科,2年经验,,,西安,JAVA开发工程师,民营
Java开发工程师(出差昆明),西安九索数据技术股份有限公司,本科,1年经验,8千/月,6,西安,Java开发工程师(出差昆明),民营
Java高级开发工程师,巴布科技有限公司,本科,3-4年经验,1,0.8,西安-灞桥区,Java高级开发工程师,民营
Java 初级开发工程师 (职位编号：403),陕西中认本信信息科技有限公司,大专,2年经验,4.5千/月,3,西安-雁塔区,Java 初级开发工程师 (职位编号：403),民营
Java高级开发工程师,宁波易简电子科技有限公司,本科,无工作经验,1,0.8,西安,Java高级开发工程师,民营
JAVA开发工程师（LTSY）,北京东方国信科技股份有限公司,本科,3-4年经验,8千/月,5,西安,JAVA开发工程师（LTSY）,上市
Java后端开发工程师,西安有道软件技术有限公司,本科,3-4年经验,1.2,0.6,西安-碑林区,Java后端开发工程师,民营
java web高级软件工程师,海南海建鑫网智能科技有限公司,本科,3-4年经验,1.5,0.8,西安,java web高级软件工程师,民营
Java高级工程师,陕西金圣元信息科技有限公司,本科,5-7年经验,1.3,0.7,西安-雁塔区,Java高级工程师,民营
JAVA软件开发工程师（中高级）,万禾集团,本科,3-4年经验,1.5,1,西安-高新技术产业开发区,JAVA软件开发工程师（中高级）,民营
java讲师周末,陕西云谷教育科技有限公司,本科,无工作经验,1.5,1,西安-莲湖区,java讲师周末,民营
Java开发工程师,西安佳帮手日用品有限公司,大专,3-4年经验,7千/月,4,西安-灞桥区,Java开发工程师,民营
Java工程师,盛科科技股份有限公司,中专,5-7年经验,8千/月,6,西安-高新技术产业开发区,Java工程师,民营
Java开发工程师,陕西远洋科技实业有限责任公司,中专,2年经验,8千/月,6,西安,Java开发工程师,民营
Java高级开发工程师,北美智慧物联（深圳）有限公司,本科,5-7年经验,1.2,0.6,西安-未央区,Java高级开发工程师,民营
JAVA研发工程师（GIS方向）,上海指旺信息科技有限公司西安分公司,大专,2年经验,1.8,1,西安-高新技术产业开发区,JAVA研发工程师（GIS方向）,合资        ??|??50-150人            ??|??计算机软件    
高级JAVA开发工程师（移动方向）,特力惠信息科技股份有限公司,中专,无工作经验,1.5,0.8,西安,高级JAVA开发工程师（移动方向）,民营
急聘 JAVA开发工程师,西安易营信息科技有限公司,本科,2年经验,1,0.8,西安,急聘 JAVA开发工程师,民营
研发工程师（JAVA西安）,核工业计算机应用研究所,大专,1年经验,1,0.5,西安,研发工程师（JAVA西安）,事业单位        ??|??150-500人            ??|??学术/科研    
高级JAVA工程师 (职位编号：2017010),陕西派诚科技有限公司,中专,无工作经验,1.4,0.7,西安-高新技术产业开发区,高级JAVA工程师 (职位编号：2017010),民营
资深Java架构师,资弘（上海）网络科技有限公司,本科,3-4年经验,1.2,1,西安-雁塔区,资深Java架构师,创业
Java web架构师,陕西缔科网络科技有限公司,本科,5-7年经验,2,1.5,西安-高新技术产业开发区,Java web架构师,民营
JAVA软件工程师,西安亨顿软件技术有限公司,大专,1年经验,5千/月,3,西安,JAVA软件工程师,民营
Java研发工程师,北京东方润泽生态科技股份有限公司,本科,3-4年经验,9千/月,7,西安-高新技术产业开发区,Java研发工程师,上市
Java开发工程师,陕西强森社区医疗股份有限公司,大专,2年经验,6千/月,3,西安-高新技术产业开发区,Java开发工程师,民营
Java高级开发工程师,西安思菲特信息科技有限公司,中专,5-7年经验,1,0.8,西安-高新技术产业开发区,Java高级开发工程师,民营
高级java工程师,北京明朝万达科技股份有限公司,本科,无工作经验,1.8,1.2,西安-高新技术产业开发区,高级java工程师,民营
高级软件工程师(JAVA/C#/VB.NET/C),富士通（西安）系统工程有限公司,中专,3-4年经验,1,0.8,西安,高级软件工程师(JAVA/C#/VB.NET/C),外资（非欧美）        ??|??150-500人            ??|??计算机服务(系统、数据服务、维修)    
Java开发工程师,西安招财投资服务有限公司,大专,2年经验,6千/月,4.5,西安,Java开发工程师,民营
Java 工程师,陕西恒通智能机器有限公司,中专,无工作经验,1.5,0.8,西安-高新技术产业开发区,Java 工程师,国企        ??|??50-150人            ??|??机械/设备/重工    
Java高级开发工程师,方欣科技有限公司,大专,3-4年经验,2,1.5,西安-高新技术产业开发区,Java高级开发工程师,上市
Java服务器开发工程师,陕西西创环境科技有限公司,大专,无工作经验,4.5千/月,3,西安,Java服务器开发工程师,民营
JAVA软件开发工程师,慧都创新（北京）科技有限公司,中专,无工作经验,8千/月,6,西安-高新技术产业开发区,JAVA软件开发工程师,民营
Sr. Java Development Engineer/高级Java开发工程师,西安活跃网络有限公司,中专,5-7年经验,2,1.5,西安-高新技术产业开发区,Sr. Java Development Engineer/高级Java开发工程师,外资（欧美）        ??|??500-1000人            ??|??计算机软件    
Java 项目经理,西安惠尔企业管理咨询有限公司,本科,5-7年经验,1.6,1,西安,Java 项目经理,民营
Java开发工程师,北京百联力创信息技术有限公司,中专,无工作经验,1,0.5,西安-高新技术产业开发区,Java开发工程师,民营
Java/Java开发-浙商研发中心,大连信雅达软件有限公司,中专,无工作经验,1.5,0.8,西安-高新技术产业开发区,Java/Java开发-浙商研发中心,民营
Java开发工程师,西安优智泊物联网技术服务有限公司,本科,3-4年经验,1,0.6,西安-雁塔区,Java开发工程师,民营
Java开发实习生（西安）(J10325) (职位编号：ZY),绿盟科技,本科,无工作经验,,100元/天,西安,Java开发实习生（西安）(J10325) (职位编号：ZY),"合资        ??|??1000-5000人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
Java软件开发工程师,浙江宇视科技有限公司,本科,1年经验,1,0.8,西安,Java软件开发工程师,"合资        ??|??1000-5000人            ??|??计算机软件,计算机硬件    "
JAVA工程师（五险一金+双休+项目奖金） (职位编号：RD),西安瑞德软件科技有限公司,本科,2年经验,6千/月,4.5,西安-雁塔区,JAVA工程师（五险一金+双休+项目奖金） (职位编号：RD),民营
高级JAVA软件开发工程师,陕西维尔尼斯健康科技有限公司,中专,5-7年经验,1,0.6,西安,高级JAVA软件开发工程师,"合资        ??|??50-150人            ??|??互联网/电子商务,医疗/护理/卫生    "
java 网络工程师,西安济通电气有限公司,本科,3-4年经验,8千/月,6,西安-高新技术产业开发区,java 网络工程师,民营
Java软件工程师,西安远眺网络科技有限公司,本科,2年经验,1,0.5,西安-高新技术产业开发区,Java软件工程师,民营
JAVA高级研发工程师,西安郑铁施封锁有限责任公司,大专,3-4年经验,9千/月,5,西安-莲湖区,JAVA高级研发工程师,民营
JAVA开发工程师-西安 (职位编号：1),浙江中控技术股份有限公司,本科,5-7年经验,2,1,西安,JAVA开发工程师-西安 (职位编号：1),民营
Java web程序员,西安博兴自动化科技有限公司,中专,无工作经验,1,0.8,西安,Java web程序员,民营
Java中级开发工程师,西安景兆信息科技有限公司,大专,无工作经验,1.1,0.8,西安-高新技术产业开发区,Java中级开发工程师,民营
（西安）Java/C#/VB.NET/PLSQL软件开发工程师,艾宾信息技术开发（上海）有限公司,本科,5-7年经验,1.5,1,西安-高新技术产业开发区,（西安）Java/C#/VB.NET/PLSQL软件开发工程师,"外资（非欧美）        ??|??150-500人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
Java开发工程师,西安东泰软件信息科技有限公司,本科,2年经验,6千/月,3,西安,Java开发工程师,民营
Java中级开发工程师,西安凯道尔网络科技有限公司,本科,2年经验,8千/月,6,西安-雁塔区,Java中级开发工程师,民营
java工程师,陕西泰合信息科技有限公司,大专,5-7年经验,2,1.5,西安-雁塔区,java工程师,民营
Java开发工程师,北京开运联合信息技术股份有限公司西北分公司,大专,无工作经验,1.2,0.6,西安,Java开发工程师,民营
Java教师,西安软件服务外包学院,硕士,无工作经验,8千/月,6,西安,Java教师,非营利机构        ??|??50-150人            ??|??教育/培训/院校    
Java开发工程师,上海至精供应链管理股份有限公司,本科,无工作经验,1.8,1,西安-雁塔区,Java开发工程师,上市
Java开发工程师,北京华九德企业管理有限公司,中专,无工作经验,1.5,1,西安,Java开发工程师,民营
Java高级开发工程师,西安天天向上网络智能科技有限公司,本科,8-9年经验,1.8,1,西安-高新技术产业开发区,Java高级开发工程师,创业
Java软件开发工程师,陕西隆翔停车设备集团有限公司,本科,3-4年经验,1,0.8,西安,Java软件开发工程师,民营
Java开发工程师 (职位编号：005),西安科融电子有限公司,本科,1年经验,6千/月,4.5,西安-高新技术产业开发区,Java开发工程师 (职位编号：005),民营
java软件工程师,西安银鑫科技服务有限公司,大专,无工作经验,8千/月,4,西安-莲湖区,java软件工程师,民营
Java开发工程师,联易软件有限公司,本科,3-4年经验,8千/月,6,西安,Java开发工程师,民营
Java高级开发工程师,西安易流物联科技有限公司,本科,5-7年经验,1.5,1,西安-高新技术产业开发区,Java高级开发工程师,民营
Java开发工程师,西安习悦信息技术有限公司,中专,3-4年经验,1.2,0.9,西安-雁塔区,Java开发工程师,民营
Java开发实习生,西安亿阳信通软件科技发展有限公司,本科,无工作经验,4千/月,3,西安-雁塔区,Java开发实习生,民营
Java研发工程师,北京赞同科技发展有限公司,中专,无工作经验,1.4,0.8,西安-高新技术产业开发区,Java研发工程师,民营
Java中级开发工程师,西安国欧网络科技有限公司,本科,3-4年经验,1,0.8,西安,Java中级开发工程师,外资（欧美）        ??|??少于50人            ??|??互联网/电子商务    
Java开发工程师,南京中益达信息科技有限公司,本科,无工作经验,1,0.7,西安,Java开发工程师,创业
JAVA软件工程师,北京有生博大软件技术有限公司西安分公司,本科,3-4年经验,8千/月,5,西安-高新技术产业开发区,JAVA软件工程师,民营
Java软件工程师,东华软件股份公司大连分公司,本科,无工作经验,1,0.4,西安,Java软件工程师,上市
Java/Web/UI储备工程师,西安中科科技技术有限公司,大专,无工作经验,6千/月,4.5,西安,Java/Web/UI储备工程师,上市
Java开发工程师,西安卓研云信息技术有限公司,大专,无工作经验,4.5千/月,3,西安,Java开发工程师,上市
讲师（JAVA方向）,陕西雅盛科教投资有限公司,本科,3-4年经验,1,0.8,西安-雁塔区,讲师（JAVA方向）,民营
中级Java开发工程师（工作地点在西安）,江河瑞通科技集团有限公司,本科,1年经验,7千/月,5,西安,中级Java开发工程师（工作地点在西安）,民营
Java高级开发工程师,西安亿创信息技术有限公司,本科,5-7年经验,1.1,0.8,西安,Java高级开发工程师,民营
Java开发工程师,西安美信博天电子科技有限公司,中专,无工作经验,7千/月,5,西安-高新技术产业开发区,Java开发工程师,民营
JAVA系统架构师,西安翔迅科技有限责任公司,大专,3-4年经验,1.5,1,西安-碑林区,JAVA系统架构师,"国企        ??|??150-500人            ??|??航天/航空,多元化业务集团"
Java高级培训讲师,沈阳东软睿道教育服务有限公司,本科,5-7年经验,1.5,1,西安-经济技术开发区,Java高级培训讲师,创业
Java讲师,南京优迈乐软件科技有限公司,本科,3-4年经验,1.5,1,西安-高新技术产业开发区,Java讲师,民营
高级Java软件开发工程师,西安神航星云科技有限公司,本科,5-7年经验,1.2,0.6,西安-高新技术产业开发区,高级Java软件开发工程师,民营
java程序员,西安飞虎数码科技有限公司,中专,无工作经验,6千/月,4.5,西安,java程序员,民营
Java高级软件工程师,陕西融合软件有限公司,本科,3-4年经验,8千/月,5.5,西安,Java高级软件工程师,创业
Java/Web/UI储备工程师,西安聚力科技技术有限公司,大专,无工作经验,4.5千/月,3,西安,Java/Web/UI储备工程师,上市
java开发工程师,陕西浦思金融网络科技有限公司,本科,2年经验,8千/月,6,西安,java开发工程师,民营
JAVA开发工程师 绩效+双休+社保,陕西诚泰科技讯息有限责任公司,中专,3-4年经验,8千/月,6,西安,JAVA开发工程师 绩效+双休+社保,民营
JAVA软件工程师,喜茨软件科技（上海）有限公司西安分公司,中专,无工作经验,6千/月,4.5,西安-高新技术产业开发区,JAVA软件工程师,外资（非欧美）        ??|??少于50人            ??|??计算机软件    
JAVA前端高级工程师,上海誉兴贸易有限公司,大专,3-4年经验,1,0.8,西安-高新技术产业开发区,JAVA前端高级工程师,合资        ??|??500-1000人            ??|??美容/保健    
Java开发工程师,山东新北洋信息技术股份有限公司,本科,无工作经验,,,西安,Java开发工程师,民营
Java软件开发,尚众科技有限公司,本科,无工作经验,1.5,1,西安-高新技术产业开发区,Java软件开发,民营
Java开发工程师,西安博文同创信息技术有限公司,本科,2年经验,6千/月,4.5,西安-雁塔区,Java开发工程师,民营
Java初级开发工程师,西安南天电脑系统有限公司,本科,1年经验,6千/月,3,北京-海淀区,Java初级开发工程师,上市
Java初级开发工程师,陕西天汇电力建设工程有限公司,本科,无工作经验,4千/月,2,西安-经济技术开发区,Java初级开发工程师,民营
JAVA开发工程师,西安万赛特通信信息有限公司,中专,3-4年经验,8千/月,4,西安,JAVA开发工程师,民营
IT工程师技术员Java，PHP，.NET,湖北一片语科技有限公司,本科,无工作经验,4,1.2,国外,IT工程师技术员Java，PHP，.NET,民营
Java软件开发工程师,西安超越软件有限公司,中专,3-4年经验,1,0.8,西安,Java软件开发工程师,民营
java开发工程师,西安中星测控有限公司,本科,1年经验,1,0.5,西安,java开发工程师,民营
Java讲师,知行云创教育科技（北京）有限公司西安分公司,本科,3-4年经验,1.5,1,西安,Java讲师,民营
Java实习储备岗4500+双休,西安智高诚软件科技有限公司,大专,无工作经验,6千/月,4.5,西安,Java实习储备岗4500+双休,民营
急聘上市公司Java资深开发工程师,广州登客网互联网科技有限公司,中专,3-4年经验,2,1.5,广州-白云区,急聘上市公司Java资深开发工程师,民营
Java 高级开发工程师,西安百想电子科技有限公司,本科,无工作经验,2,0.8,西安-高新技术产业开发区,Java 高级开发工程师,民营
JAVA高级开发工程师（西安）,东方通信股份有限公司,大专,1年经验,8千/月,6,西安-高新技术产业开发区,JAVA高级开发工程师（西安）,"国企        ??|??1000-5000人            ??|??通信/电信/网络设备,机械/设备/重工    "
Java高级开发工程师,江苏振邦智慧城市信息系统有限公司,中专,无工作经验,1.5,1,西安,Java高级开发工程师,民营
JAVA软件工程师,西安凯虹电子科技有限公司,本科,3-4年经验,1,0.8,西安,JAVA软件工程师,民营
JAVA软件工程师,电讯盈科 西安,本科,3-4年经验,1.2,0.9,西安,JAVA软件工程师,外资（欧美）        ??|??少于50人            ??|??计算机软件    
java高级工程师,陕西中矿科技有限公司,本科,3-4年经验,1.5,0.8,西安-雁塔区,java高级工程师,民营
JAVA系统架构师,西安启软电子信息系统有限公司,中专,无工作经验,1.5,0.8,西安-莲湖区,JAVA系统架构师,民营
Java讲师,西安源代码软件技术服务有限公司,本科,2年经验,1,0.8,西安,Java讲师,民营
Java高级开发工程师,陕西深度网络有限公司,大专,5-7年经验,1.2,0.8,西安,Java高级开发工程师,民营
Java中级开发工程师,上海易宝软件有限公司深圳分公司,本科,3-4年经验,1,0.8,西安-高新技术产业开发区,Java中级开发工程师,外资（非欧美）        ??|??1000-5000人            ??|??计算机软件    
Java开发工程师,陕西淘丁实业集团有限公司,中专,无工作经验,1,0.8,西安-莲湖区,Java开发工程师,民营
JAVA开发工程师,杭州盈丰软件股份有限公司,本科,无工作经验,8千/月,4,西安-高新技术产业开发区,JAVA开发工程师,民营
Java开发人员,陕西怡美蓝图信息技术有限公司,本科,无工作经验,6千/月,4.5,西安,Java开发人员,民营
Java开发工程师,同方鼎欣科技股份有限公司,本科,2年经验,1,0.8,西安,Java开发工程师,上市
Java软件工程师(中高级）,西安丝路软件有限责任公司,中专,无工作经验,1,0.8,西安-高新技术产业开发区,Java软件工程师(中高级）,"外资（非欧美）        ??|??150-500人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
java开发工程师(可出差）,西安秦驰信息技术咨询服务有限公司,大专,2年经验,9千/月,5.5,西安-雁塔区,java开发工程师(可出差）,民营
高级Java软件工程师,西安魔盾电气工程自动化研究所有限公司,中专,无工作经验,1.5,1,西安,高级Java软件工程师,民营
高级java开发工程师,西安科技大市场创新云服务股份有限公司,大专,3-4年经验,1.5,1,西安-高新技术产业开发区,高级java开发工程师,"国企        ??|??150-500人            ??|??互联网/电子商务,计算机软件    "
